activity_degree;ethnicity;date;geography;geography_type;gender;age;value;sample_size
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;35-44;15. Jan;405
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;35-44;19. Mrz;344
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;35-44;15. Jan;323
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;35-44;11. Jan;340
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;35-44;14.936.753;350
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;45-54;12;286
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;45-54;18. Jul;254
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;45-54;18. Sep;272
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;45-54;11. Sep;259
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;45-54;12. Apr;255
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;45-54;14. Jul;291
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;45-54;124.942.389;293
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;55-64;15. Aug;203
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;55-64;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;55-64;?;199
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;55-64;?;183
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;55-64;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;55-64;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;55-64;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;65-74;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;65-74;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;65-74;?;134
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;65-74;?;128
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;65-74;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;65-74;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;65-74;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;75+;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;75+;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;75+;?;56
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;75+;?;50
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;75+;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;75+;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;75+;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;Female;16+;12. Sep;800
fairly active;Other;Nov 2020 to Nov 2021;England;Country;Female;16+;142.720.136;813
fairly active;Other;Nov 2015 to Nov 2016;England;Country;Female;16+;12. Jun;835
fairly active;Other;Nov 2016 to Nov 2017;England;Country;Female;16+;15. Aug;843
fairly active;Other;Nov 2017 to Nov 2018;England;Country;Female;16+;11. Sep;746
fairly active;Other;Nov 2018 to Nov 2019;England;Country;Female;16+;13. Mrz;737
fairly active;Other;Nov 2019 to Nov 2020;England;Country;Female;16+;12;769
fairly active;Other;Nov 2021 to Nov 2022;England;Country;Male;16+;11. Mrz;700
fairly active;Other;Nov 2020 to Nov 2021;England;Country;Male;16+;131.859.734;633
fairly active;Other;Nov 2015 to Nov 2016;England;Country;Male;16+;13. Aug;664
fairly active;Other;Nov 2016 to Nov 2017;England;Country;Male;16+;10. Feb;629
fairly active;Other;Nov 2017 to Nov 2018;England;Country;Male;16+;14. Mai;527
fairly active;Other;Nov 2018 to Nov 2019;England;Country;Male;16+;12. Mai;561
fairly active;Other;Nov 2019 to Nov 2020;England;Country;Male;16+;11. Feb;638
fairly active;Other;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;Other gender;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;London;Region;All;16+;12. Jan;462
fairly active;Other;Nov 2015 to Nov 2016;London;Region;All;16+;13. Aug;529
fairly active;Other;Nov 2016 to Nov 2017;London;Region;All;16+;14;488
fairly active;Other;Nov 2017 to Nov 2018;London;Region;All;16+;12. Jun;396
fairly active;Other;Nov 2018 to Nov 2019;London;Region;All;16+;13. Feb;443
fairly active;Other;Nov 2019 to Nov 2020;London;Region;All;16+;10. Jan;468
fairly active;Other;Nov 2020 to Nov 2021;London;Region;All;16+;124.389.485;475
fairly active;Other;Nov 2021 to Nov 2022;North East;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;North East;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;North East;Region;All;16+;?;39
fairly active;Other;Nov 2016 to Nov 2017;North East;Region;All;16+;?;54
fairly active;Other;Nov 2017 to Nov 2018;North East;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;North East;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;North East;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;North West;Region;All;16+;14;210
fairly active;Other;Nov 2020 to Nov 2021;North West;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;North West;Region;All;16+;?;173
fairly active;Other;Nov 2016 to Nov 2017;North West;Region;All;16+;?;174
fairly active;Other;Nov 2017 to Nov 2018;North West;Region;All;16+;18. Feb;170
fairly active;Other;Nov 2018 to Nov 2019;North West;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;North West;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;South East;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;South East;Region;All;16+;12. Jul;250
fairly active;Other;Nov 2016 to Nov 2017;South East;Region;All;16+;15. Aug;205
fairly active;Other;Nov 2017 to Nov 2018;South East;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;South East;Region;All;16+;15;210
fairly active;Other;Nov 2019 to Nov 2020;South East;Region;All;16+;12. Mrz;252
fairly active;Other;Nov 2020 to Nov 2021;South East;Region;All;16+;135.667.476;229
fairly active;Other;Nov 2021 to Nov 2022;South West;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;South West;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;South West;Region;All;16+;?;80
fairly active;Other;Nov 2016 to Nov 2017;South West;Region;All;16+;?;92
fairly active;Other;Nov 2017 to Nov 2018;South West;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;South West;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;South West;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;?;103
fairly active;Other;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;?;112
fairly active;Other;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;?;70
fairly active;Other;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;?;105
fairly active;Other;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;?;?
inactive;All;Nov 2021 to Nov 2022;East;Region;All;16+;25. Mrz;22533
inactive;All;Nov 2020 to Nov 2021;East;Region;All;16+;278.910.727;22502
inactive;All;Nov 2015 to Nov 2016;East;Region;All;16+;25. Mrz;26006
inactive;All;Nov 2016 to Nov 2017;East;Region;All;16+;25. Apr;25806
inactive;All;Nov 2017 to Nov 2018;East;Region;All;16+;25. Mai;23735
inactive;All;Nov 2018 to Nov 2019;East;Region;All;16+;24. Mai;23767
inactive;All;Nov 2019 to Nov 2020;East;Region;All;16+;26. Jul;22797
inactive;All;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;27. Mai;19268
inactive;All;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;287.842.932;21550
inactive;All;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;26. Apr;22543
inactive;All;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;27. Feb;22176
inactive;All;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;26. Mrz;21557
inactive;All;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;26;21290
inactive;All;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;28. Jan;21242
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16+;25. Aug;177551
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16+;271.572.337;177273
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16+;25. Jun;198911
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16+;25. Jul;196635
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16+;25. Jan;179747
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16+;24. Jun;181535
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16+;27. Jan;177735
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-24;18. Mai;11027
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-24;208.401.628;11143
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-24;14. Jul;13145
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-24;15. Jun;12688
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-24;15. Mrz;10941
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-24;16. Mai;11329
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-24;20. Feb;11924
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-74;16. Jun;86992
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-74;178.255.699;85596
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-74;16. Mai;95199
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-74;16. Aug;95352
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-74;16. Jan;87913
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-74;16. Feb;89414
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-74;17. Jul;85907
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-74;25. Mrz;37420
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-74;264.922.345;38522
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-74;24. Jun;45047
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-74;24. Aug;45857
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-74;24. Jan;41467
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-74;24. Mrz;41050
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-74;26. Mai;39950
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-74;33.5;16039
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-74;343.988.312;16560
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-74;31. Aug;18761
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-74;32.1;18995
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-74;31. Aug;16679
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-74;31. Mai;16627
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-74;34.2;16408
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-74;44.9;4027
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-74;417.023.205;4328
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-74;36.7;4003
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-74;38.4;4095
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-74;38.2;3433
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-74;39.4;3599
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-74;44.4;3662
inactive;All;Nov 2021 to Nov 2022;England;Country;All;16-74;23. Jan;12740
inactive;All;Nov 2020 to Nov 2021;England;Country;All;16-74;253.661.567;12763
inactive;All;Nov 2015 to Nov 2016;England;Country;All;16-74;19. Jan;14783
inactive;All;Nov 2016 to Nov 2017;England;Country;All;16-74;20. Mrz;13030
inactive;All;Nov 2017 to Nov 2018;England;Country;All;16-74;19. Aug;12432
inactive;All;Nov 2018 to Nov 2019;England;Country;All;16-74;19. Jan;11878
inactive;All;Nov 2019 to Nov 2020;England;Country;All;16-74;24. Sep;13516
inactive;All;Nov 2021 to Nov 2022;England;Country;All;25-34;22. Mrz;23549
inactive;All;Nov 2020 to Nov 2021;England;Country;All;25-34;230.908.627;22800
inactive;All;Nov 2015 to Nov 2016;England;Country;All;25-34;19. Jun;24481
inactive;All;Nov 2016 to Nov 2017;England;Country;All;25-34;20. Jul;24414
inactive;All;Nov 2017 to Nov 2018;England;Country;All;25-34;19. Apr;22519
inactive;All;Nov 2018 to Nov 2019;England;Country;All;25-34;21;23335
inactive;All;Nov 2019 to Nov 2020;England;Country;All;25-34;22. Jul;23606
inactive;All;Nov 2021 to Nov 2022;England;Country;All;35-44;22. Sep;27421
inactive;All;Nov 2020 to Nov 2021;England;Country;All;35-44;241.467.467;26861
inactive;All;Nov 2015 to Nov 2016;England;Country;All;35-44;20. Mrz;30895
inactive;All;Nov 2016 to Nov 2017;England;Country;All;35-44;21;30799
inactive;All;Nov 2017 to Nov 2018;England;Country;All;35-44;20. Mai;27709
inactive;All;Nov 2018 to Nov 2019;England;Country;All;35-44;21. Jan;28286
inactive;All;Nov 2019 to Nov 2020;England;Country;All;35-44;23. Mrz;26921
inactive;All;Nov 2021 to Nov 2022;England;Country;All;45-54;22. Feb;28069
inactive;All;Nov 2020 to Nov 2021;England;Country;All;45-54;232.255.112;29145
inactive;All;Nov 2015 to Nov 2016;England;Country;All;45-54;22. Feb;34273
inactive;All;Nov 2016 to Nov 2017;England;Country;All;45-54;22;33400
inactive;All;Nov 2017 to Nov 2018;England;Country;All;45-54;21. Sep;30732
inactive;All;Nov 2018 to Nov 2019;England;Country;All;45-54;21. Apr;30982
inactive;All;Nov 2019 to Nov 2020;England;Country;All;45-54;23. Jan;29528
inactive;All;Nov 2021 to Nov 2022;England;Country;All;55-64;25. Aug;33487
inactive;All;Nov 2020 to Nov 2021;England;Country;All;55-64;269.035.335;33895
inactive;All;Nov 2015 to Nov 2016;England;Country;All;55-64;28. Jan;37699
inactive;All;Nov 2016 to Nov 2017;England;Country;All;55-64;27. Feb;37130
inactive;All;Nov 2017 to Nov 2018;England;Country;All;55-64;26. Apr;34267
inactive;All;Nov 2018 to Nov 2019;England;Country;All;55-64;25. Feb;34745
inactive;All;Nov 2019 to Nov 2020;England;Country;All;55-64;26. Jun;33984
inactive;All;Nov 2021 to Nov 2022;England;Country;All;65-74;27. Apr;32482
inactive;All;Nov 2020 to Nov 2021;England;Country;All;65-74;290.756.495;32985
inactive;All;Nov 2015 to Nov 2016;England;Country;All;65-74;30. Sep;37300
inactive;All;Nov 2016 to Nov 2017;England;Country;All;65-74;29. Mai;37073
inactive;All;Nov 2017 to Nov 2018;England;Country;All;65-74;28. Aug;34373
inactive;All;Nov 2018 to Nov 2019;England;Country;All;65-74;27. Mrz;33552
inactive;All;Nov 2019 to Nov 2020;England;Country;All;65-74;31. Jan;32426
inactive;All;Nov 2021 to Nov 2022;England;Country;All;75+;46.4;20333
inactive;All;Nov 2020 to Nov 2021;England;Country;All;75+;487.286.321;19504
inactive;All;Nov 2015 to Nov 2016;England;Country;All;75+;53.6;19429
inactive;All;Nov 2016 to Nov 2017;England;Country;All;75+;52.6;19306
inactive;All;Nov 2017 to Nov 2018;England;Country;All;75+;51.6;17823
inactive;All;Nov 2018 to Nov 2019;England;Country;All;75+;46.4;17715
inactive;All;Nov 2019 to Nov 2020;England;Country;All;75+;50.1;17758
inactive;All;Nov 2021 to Nov 2022;England;Country;Female;16+;27. Jan;98341
inactive;All;Nov 2020 to Nov 2021;England;Country;Female;16+;278.482.005;97882
inactive;All;Nov 2015 to Nov 2016;England;Country;Female;16+;26. Jul;110847
inactive;All;Nov 2016 to Nov 2017;England;Country;Female;16+;26. Aug;109741
